precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TIRLA ALEXANDRU-MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","BAN MARINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETROI ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CÎMPAN CRISTIAN-EMANUEL-PARTIDUL OAMENILOR TINERI-voturi"
5,BIHOR,"CĂMIN CULTURAL HIDIȘELU DE SUS",401,"HIDIŞELU DE SUS",29519,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:35",954,855,3,73,23,766,668,2,73,23,757,9,975,209,356,28,299,74
5,BIHOR,"CĂMIN CULTURAL MIERLĂU",403,"HIDIŞELU DE SUS",29519,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:21",620,556,0,49,15,470,406,0,49,15,460,10,615,145,35,4,371,50
5,BIHOR,"CĂMIN CULTURAL ȘUMUGIU",405,"HIDIŞELU DE SUS",29519,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:04",410,325,6,73,6,300,218,3,73,6,294,6,363,63,179,9,102,4
5,BIHOR,"ȘCOALA PRIMARĂ HIDIȘELU DE JOS",402,"HIDIŞELU DE SUS",29519,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:19",587,525,5,43,14,458,400,1,43,14,455,2,585,128,238,5,194,18
5,BIHOR,"ȘCOALA PRIMARĂ SÎNTELEC",404,"HIDIŞELU DE SUS",29519,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:52",334,301,1,13,19,253,221,0,13,19,245,8,355,102,98,2,126,19
