precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANGHELUŢĂ LUCIAN-NICU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PETREA VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","MUHA FLORINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BURGHELEA JAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BONDREA MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
41,VRANCEA,"CAMINUL CULTURAL",190,HOMOCEA,176445,2,PART,PRCNCT,P,P_SV,"2024-06-11 15:56:00",1684,1658,0,7,19,466,440,0,7,19,425,41,1840,1374,5,344,12,26,38
41,VRANCEA,"CAMINUL CULTURAL",194,HOMOCEA,176445,2,PART,PRCNCT,P,P_SV,"2024-06-11 16:33:55",995,979,0,3,13,514,498,0,3,13,487,27,1093,579,23,352,17,64,31
41,VRANCEA,"GRADINITA NR. 1 CENTRU HOMOCEA",191,HOMOCEA,176445,2,PART,PRCNCT,P,P_SV,"2024-06-11 16:13:00",1732,1701,0,8,23,544,513,0,8,23,511,33,1899,1355,12,414,27,17,41
41,VRANCEA,"SCOALA CU CLASELE I-VIII",192,HOMOCEA,176445,2,PART,PRCNCT,P,P_SV,"2024-06-11 16:22:46",1281,1264,0,4,13,491,474,0,4,13,467,24,1404,913,12,376,36,19,24
41,VRANCEA,"ȘCOALA VECHE SAT COSTIȘA",193,HOMOCEA,176445,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:12",300,293,0,7,0,150,143,0,7,0,141,9,324,174,4,121,3,11,2
