precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANUŢA DAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ANUŢA VALENTIN-LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","DICU EUGEN-DANIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
27,MEHEDINŢI,"ŞCOALA GENERALĂ FÎNTÂNILE NEGRE",240,"POROINA MARE",113153,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:25",203,127,0,69,7,165,89,0,69,7,164,1,226,61,18,145,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV STIGNIŢA",241,"POROINA MARE",113153,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:53",528,336,0,169,23,422,230,0,169,23,416,6,458,36,44,371,1
27,MEHEDINŢI,"ŞCOALA GENERALĂ POROINA MARE",239,"POROINA MARE",113153,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:20",382,260,0,100,22,305,183,0,100,22,297,7,408,97,126,163,8
