precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
11,CARAŞ-SEVERIN,"AZILUL DE BĂTRÂNI-CENTRU DE ZI",248,FOROTIC,52856,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:01",563,542,0,13,8,377,356,0,13,8,364,13,610,233,13,200,115,5,31
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ COMORÂȘTE",249,FOROTIC,52856,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:34",459,429,1,10,19,315,285,1,10,19,307,8,468,153,8,200,40,51,8
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ SURDUCU MARE",250,FOROTIC,52856,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:22",335,326,1,6,2,231,222,1,6,2,229,2,358,127,30,152,37,3,7
