precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MORAR LUCIAN-IOAN-TITUS-PARTIDUL SOCIAL DEMOCRAT-voturi","CONEA ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","SAS DACIAN-OLIMPIU-FORȚA DREPTEI-voturi","COVACIU IONEL-PARTIDUL ECOLOGIST ROMÂN-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",208,"ORAŞ ULMENI",109265,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:41",619,580,0,13,26,354,315,0,13,26,339,15,700,346,224,107,7,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",209,"ORAŞ ULMENI",109265,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:57",213,195,0,11,7,141,123,0,11,7,137,4,300,159,111,10,10,6
26,MARAMUREŞ,"CĂMINUL CULTURAL",207,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:02:56",937,875,0,16,46,599,537,0,16,46,579,20,1000,401,497,46,31,5
26,MARAMUREŞ,"CENTRUL DE CULTURĂ ȘI ARTĂ",204,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:58:48",1161,1125,4,13,19,666,634,0,13,19,649,17,1164,498,353,86,172,38
26,MARAMUREŞ,"CENTRUL MULTIFUNCȚIONAL",210,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:05:04",767,748,1,9,9,473,455,0,9,9,444,11,800,334,426,5,10,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ",206,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:17:02",1302,1247,0,24,31,909,854,0,24,31,887,22,1400,491,817,13,55,2
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „KOS KAROLY”",205,"ORAŞ ULMENI",109265,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:41",683,639,0,6,38,472,428,0,6,38,456,16,700,228,376,47,24,9
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",211,"ORAŞ ULMENI",109265,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:37",269,249,0,12,8,149,129,0,12,8,144,5,300,151,106,26,10,2
