precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"ŞCOALA GENERALĂ CRUŞOVU",139,BRASTAVĂŢU,125962,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:36:42",845,800,1,6,38,528,484,0,6,38,513,15,962,434,240,230,43
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",138,BRASTAVĂŢU,125962,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:32:21",833,719,0,27,87,833,719,0,27,87,817,16,1469,636,250,540,27
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",137,BRASTAVĂŢU,125962,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:56:25",1300,1203,2,24,71,773,676,2,24,71,715,58,1349,576,221,494,0
