precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ ȘANDRA",570,ŞANDRA,159464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:53:35",963,941,2,4,16,568,548,0,4,16,545,23,1000,432,117,17,218,17,40,49,87
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ ȘANDRA",569,ŞANDRA,159464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:04:29",1155,1134,0,12,9,625,604,0,12,9,609,16,1200,575,121,26,253,19,56,53,81
37,TIMIŞ,"ŞCOALA PRIMARĂ UIHEI",571,ŞANDRA,159464,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:08:52",487,474,1,3,9,263,251,0,3,9,256,7,611,348,51,16,127,11,9,8,34
