precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GEMĂNARU CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RIZU STERE-PARTIDUL SOCIAL DEMOCRAT-voturi","GHIORGHE GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi"
38,TULCEA,"ŞCOALA GIMNAZIALĂ",132,IZVOARELE,160564,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:54:34",1295,1132,1,113,49,912,751,1,112,48,884,28,1309,397,4,413,467
38,TULCEA,"ŞCOALA PRIMARĂ",133,IZVOARELE,160564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:52",138,117,0,13,8,138,117,0,13,8,133,5,202,64,10,70,53
38,TULCEA,"ŞCOALA PRIMARĂ",134,IZVOARELE,160564,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:32",249,244,0,0,5,167,162,0,0,5,156,11,269,95,4,80,72
