precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","MACARIE GHEORGHE-voturi"
1,ALBA,"ŞCOALA GIMNAZIALĂ GÎRDE I - COMUNA BISTRA",208,BISTRA,3039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:52:53",577,566,0,5,6,381,370,0,5,6,364,15,595,216,15,163,163,14,9
1,ALBA,"ŞCOALA GIMNAZIALĂ ” NICODIM GANEA” BISTRA",204,BISTRA,3039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:05",805,791,1,9,4,503,489,1,9,4,479,24,880,377,19,130,218,12,100
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",206,BISTRA,3039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:23:53",759,752,0,4,3,443,436,0,4,3,422,21,835,392,29,123,190,14,66
1,ALBA,"ŞCOALA GIMNAZIALĂ ”NICODIM GANEA” BISTRA",205,BISTRA,3039,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:35:24",1053,1042,0,7,4,697,686,0,7,4,660,33,1151,458,50,158,303,21,128
1,ALBA,"ŞCOALA PRIMARĂ CIULDEŞTI - COMUNA BISTRA",207,BISTRA,3039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:39:02",593,574,0,14,5,372,353,0,14,5,358,14,632,260,31,79,212,13,23
