precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STROE DĂNUŢ-TRANDAFIR-PARTIDUL SOCIAL DEMOCRAT-voturi","ION ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","STAN GEORGE-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IONESCU IUNONIS-GEORGE-PARTIDUL NAȚIONAL LIBERAL-voturi"
3,ARGEŞ,"CĂMINUL CULTURAL BRADU",244,BRADU,13276,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:40:39",1192,1183,1,7,1,737,729,0,7,1,722,15,1288,551,588,49,22,63
3,ARGEŞ,"CLĂDIRE ADMINISTRATIVĂ C18",249,BRADU,13276,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:02:16",611,598,3,9,1,396,386,0,9,1,388,8,720,324,336,14,17,21
3,ARGEŞ,"GRĂDINIȚA AFTER SCHOOL - GEAMĂNA",247,BRADU,13276,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:56",1634,1610,9,12,3,852,836,1,12,3,835,17,1760,908,592,67,51,125
3,ARGEŞ,"GRĂDINIȚA SCHOOL GEAMĂNA",248,BRADU,13276,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:53:09",1723,1708,2,13,0,936,921,2,13,0,912,24,1880,944,725,69,46,72
3,ARGEŞ,"GRĂDINIȚA ” SCUFIȚA ROȘIE ”",246,BRADU,13276,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:46:53",1871,1851,2,12,6,1117,1099,0,12,6,1082,35,2040,923,890,34,56,102
3,ARGEŞ,"ȘCOALA PRIMARĂ ” MIHAI EMINESCU”",245,BRADU,13276,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:31",864,852,0,12,0,541,529,0,12,0,524,17,872,331,452,14,17,41
