precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PLUGAR MARIUS-ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","RUSU TRAIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","OAIDA LIVIU-DORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRISTEA DUMITRU-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"PRIMĂRIA COMUNEI IGHIU",277,IGHIU,4927,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:19",1243,1228,1,11,3,771,757,0,11,3,753,15,1366,598,65,454,33,201
1,ALBA,"ȘCOALA GIMNAZIALĂ IGHIEL",279,IGHIU,4927,2,PART,PRCNCT,P,P_SV,"2024-06-10 19:32:37",849,833,0,9,7,477,461,0,9,7,465,12,900,423,9,246,19,191
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞARD",280,IGHIU,4927,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:39",979,959,9,11,0,523,511,1,11,0,504,19,1070,547,29,256,39,180
1,ALBA,"ŞCOALA GIMNAZIALĂ ŞARD",281,IGHIU,4927,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:01",1175,1166,3,5,1,585,579,0,5,1,569,16,1300,715,52,270,47,200
1,ALBA,"ȘCOALĂ GIMNAZIALĂ ȚELNA",282,IGHIU,4927,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:49",901,879,0,10,12,478,456,0,10,12,476,2,950,472,53,236,12,175
1,ALBA,"ȘCOALA PRIMARĂ BUCERDEA VINOASĂ",278,IGHIU,4927,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:55",810,778,0,11,21,524,492,0,11,21,513,11,860,336,39,370,25,79
