precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BORBELY FLORIN-CĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","GRECU TEODOR-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","SZEKELY MARTIN-FERENCZ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOTA VICTOR-ALEXANDRU-PARTIDUL MIȘCAREA POPULARĂ-voturi"
13,CLUJ,"CAMIN CULTURAL CATINA",392,CĂTINA,56773,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:47:06",924,851,0,19,54,608,535,0,19,54,588,20,929,321,334,49,3,202
13,CLUJ,"CAMIN CULTURAL FELDIOARA",394,CĂTINA,56773,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:55:08",364,358,0,3,3,203,197,0,3,3,186,14,396,196,70,75,8,33
13,CLUJ,"CĂMINUL CULTURAL COPRU",393,CĂTINA,56773,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:34",87,80,0,7,0,55,48,0,7,0,53,2,88,33,19,28,0,6
