precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi","BIŢĂ LAURENŢIU-FLORIN-voturi"
17,DOLJ,"CĂMINUL CULTURAL OSTROVENI",428,OSTROVENI,73567,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:02:57",1070,1017,2,35,16,671,620,0,35,16,614,57,1114,443,22,159,366,6,61
17,DOLJ,"GRĂDINIŢA CU PROGRAM NORMAL LIŞTEAVA",431,OSTROVENI,73567,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:53:21",1191,1166,0,14,11,562,537,0,14,11,503,59,1300,738,21,162,308,7,5
17,DOLJ,"GRĂDINIŢA DE COPII GRINDENI",430,OSTROVENI,73567,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:25:16",555,530,0,15,10,327,302,0,15,10,299,28,600,273,29,72,188,5,5
17,DOLJ,"GRĂDINIŢA DE COPII ORĂŞANI",429,OSTROVENI,73567,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:21:02",1034,969,0,45,20,634,569,0,45,20,567,67,1100,466,47,113,344,24,39
