precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
23,IALOMIŢA,"GRĂDINIŢA CU PROGRAM NORMAL TRAIAN",214,TRAIAN,179702,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 14:09:47",1161,1098,0,10,53,835,775,0,10,50,792,43,1300,465,356,18,418
23,IALOMIŢA,"ŞCOLA PROFESIONALĂ TRAIAN",215,TRAIAN,179702,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:18",1267,1225,1,9,32,869,827,1,9,32,834,35,1363,494,292,16,526
