precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOCANCEA MUGUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","PICLER CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RUSU CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IGNAT VASILICĂ-PETRU-PARTIDUL VERDE-voturi"
35,SUCEAVA,"CĂMIN CULTURAL PĂRHĂUȚI",493,TODIREŞTI,150524,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:39:47",966,956,0,2,8,610,600,0,2,8,601,9,1100,490,448,3,137,13
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”I.V.RACHIERU” SOLONEŢ",494,TODIREŞTI,150524,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:26",1315,1296,0,2,17,689,670,0,2,17,673,16,1400,711,282,71,156,164
35,SUCEAVA,"SCOALA GIMNAZIALĂ TODIREŞTI",491,TODIREŞTI,150524,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:48",1210,1204,1,5,0,729,723,1,5,0,712,17,1296,567,233,31,248,200
35,SUCEAVA,"SCOALA GIMNAZIALĂ ”VASILE BUMBAC” COSTÎNA",492,TODIREŞTI,150524,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:13",980,974,3,2,1,558,553,2,2,1,550,8,1100,542,199,6,340,5
