precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂCEŞANU CIPRIAN-SEBASTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PĂSULE AURELIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","JIVAN AUREL-UNIUNEA SALVAȚI ROMÂNIA-voturi","POP MIHĂIŢĂ-TUDOREL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
11,CARAŞ-SEVERIN,"CASA PAROHIALĂ",341,"TICVANIU MARE",54305,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:40:33",322,289,0,24,9,202,169,0,24,9,194,8,321,119,95,3,86,10
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ CÂRNECEA",340,"TICVANIU MARE",54305,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:35:06",280,261,0,8,11,168,149,0,8,11,161,7,286,97,83,12,60,6
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ TICVANIU MIC",342,"TICVANIU MARE",54305,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:59",272,262,0,7,3,166,156,0,7,3,163,3,272,106,103,8,52,0
11,CARAŞ-SEVERIN,"SEDIUL FOSTEI PRIMĂRII TICVANIU MARE",339,"TICVANIU MARE",54305,1,PROV,PRCNCT,P,P_SV,"2024-06-10 20:11:29",730,709,0,12,9,340,319,0,12,9,319,21,777,437,94,54,165,6
