precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
3,ARGEŞ,"ŞCOALA GENERALĂ ARGEŞELU",378,MĂRĂCINENI,13365,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:03:50",1854,1839,15,0,0,1125,1124,1,0,0,1094,31,1844,714,694,222,118,60
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1",376,MĂRĂCINENI,13365,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:11:11",1237,1232,4,1,0,711,710,0,1,0,700,11,1600,889,484,99,69,48
3,ARGEŞ,"ŞCOALA GENERALĂ NR.1",377,MĂRĂCINENI,13365,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:15:10",1486,1484,2,0,0,855,855,0,0,0,836,19,1600,745,552,128,83,73
