precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PÎRJOL DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","VAMVU AUREL-PARTIDUL SOCIAL DEMOCRAT-voturi","VAMVU IONUŢ-CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CIOCÎRLAN GEORGE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NAVLEA ION-FORȚA DREPTEI-voturi"
20,GORJ,"CĂMINUL CULTURAL ANINIŞ",194,CRASNA,79834,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:10:47",768,764,1,3,0,477,474,0,3,0,469,8,800,323,89,260,12,86,22
20,GORJ,"CĂMINUL CULTURAL CĂRPINIŞ",195,CRASNA,79834,2,PART,PRCNCT,P,P_SV,"2024-06-12 17:52:38",1555,1506,1,33,15,993,945,0,33,15,931,62,1700,707,185,518,65,121,42
20,GORJ,"CĂMINUL CULTURAL DUMBRĂVENI",197,CRASNA,79834,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:55:52",675,661,2,5,7,401,387,2,5,7,388,13,773,372,44,263,11,62,8
20,GORJ,"ŞCOALA PRIMARĂ DRĂGOIEŞTI",196,CRASNA,79834,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:04:42",1032,994,2,29,7,668,630,2,29,7,648,20,1100,432,101,396,13,121,17
