precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL PRO ROMÂNIA-voturi","ROTUNDU OVIDIU-CONSTANTIN-voturi"
34,SIBIU,"PRIMARIA ROSIA",335,ROŞIA,145408,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:48:21",1279,1266,5,1,7,711,703,0,1,7,650,60,1400,689,295,87,71,49,8,47,4,35,54
34,SIBIU,"SCOALA GIMAZIALA DAIA",338,ROŞIA,145408,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:55",843,819,8,12,4,509,493,0,12,4,497,12,910,401,283,78,58,21,9,35,2,5,6
34,SIBIU,"SCOALA GIMNAZIALA CAŞOLŢ",336,ROŞIA,145408,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:10:40",757,739,9,7,2,415,406,0,7,2,384,28,820,408,245,30,19,40,6,21,16,4,3
34,SIBIU,"SCOALA GIMNAZIALA NOU",339,ROŞIA,145408,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:34:40",1411,1403,1,0,7,859,851,1,0,7,801,58,1551,692,409,239,67,2,8,39,8,23,6
34,SIBIU,"SEDIUL ADMINISTRATIV DISPENSAR",337,ROŞIA,145408,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:25:54",447,435,1,6,5,292,281,0,6,5,286,6,480,188,163,41,18,8,43,4,2,2,5
