precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IORDACHE PETRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SANDU TUDOR-PARTIDUL NAȚIONAL LIBERAL-voturi","IONIŢĂ MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DUŢĂ LUCIA-GEORGETA-FORȚA DREPTEI-voturi"
31,PRAHOVA,"CAMINUL CULTURAL GAGENI",497,PĂULEŞTI,130847,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:18:42",1243,1225,1,16,1,746,729,0,16,1,728,18,1312,566,43,384,248,53
31,PRAHOVA,"CENTRUL CULTURAL ARH.TOMA T.SOCOLESCU PAULESTI",494,PĂULEŞTI,130847,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:40:31",1911,1867,4,33,7,1076,1036,0,33,7,1056,20,2050,974,65,452,467,72
31,PRAHOVA,"SALA MULTIFUNCTIONALA COCOSESTI",495,PĂULEŞTI,130847,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:46",937,926,4,5,2,688,681,0,5,2,680,8,1010,322,14,499,143,24
31,PRAHOVA,"SCOALA GENERALA CU CL.I-VIII ARH.TOMA T.SOCOLESCU PAULESTI",493,PĂULEŞTI,130847,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:53",1648,1607,17,21,3,1018,994,0,21,3,996,22,1820,802,49,494,386,67
31,PRAHOVA,"SCOALA GENERALA CU CLS.I-VIII VLAD MUSATESCU GAGENI",496,PĂULEŞTI,130847,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:15",873,851,3,19,0,524,505,0,19,0,513,11,910,386,34,321,132,26
