precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-voturi","BREAZDĂU GHEORGHE-CIPRIAN-voturi","VAIDA IOAN-voturi"
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CRIȘTELEC",220,MĂERIŞTE,142006,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:15:04",448,434,4,4,6,281,270,1,4,6,272,9,485,204,106,19,2,123,7,4,5,6
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV DOH",221,MĂERIŞTE,142006,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:14",167,155,0,7,5,120,108,0,7,5,116,4,170,50,67,4,1,41,2,0,0,1
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MĂLĂDIA",223,MĂERIŞTE,142006,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:56",149,134,0,15,0,89,74,0,15,0,83,6,160,71,46,4,1,12,14,2,2,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV UILEACU ȘIMLEULUI",224,MĂERIŞTE,142006,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:12:17",372,362,0,7,3,194,184,0,7,3,187,7,407,213,36,9,80,23,1,0,3,35
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GIURTELECU ȘIMLEULUI",222,MĂERIŞTE,142006,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:33",736,697,3,17,19,449,413,0,17,19,440,9,753,304,277,58,4,55,7,2,22,15
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ MĂERIȘTE",219,MĂERIŞTE,142006,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:26:36",620,592,6,10,12,378,353,3,10,12,368,10,670,292,152,20,2,140,7,20,2,25
