precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CAMIN CULTURAL SOCONZEL",293,SOCOND,138869,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:53:37",259,202,0,30,27,213,156,0,30,27,212,1,259,46,7,70,135
32,"SATU MARE","CAMINUL CULTURAL CUTA",291,SOCOND,138869,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:17:59",260,235,0,17,8,182,157,0,17,8,174,8,283,101,9,33,132
32,"SATU MARE","CAMINUL CULTURAL HODISA",292,SOCOND,138869,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:28:42",179,148,0,21,10,137,106,0,21,10,128,9,190,53,9,22,97
32,"SATU MARE","SCOALA GIMNAZIALA SOCOND",290,SOCOND,138869,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 11:00:33",562,547,2,7,6,322,309,0,7,6,289,33,584,262,11,59,219
32,"SATU MARE","SCOALA GIMNAZIALA STANA",294,SOCOND,138869,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 12:06:40",848,832,0,6,10,554,538,0,6,10,549,5,882,328,0,85,464
