precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ARCHIUD",286,TEACA,34985,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:13:50",426,418,1,7,0,276,269,0,7,0,265,11,450,174,13,7,11,129,68,1,36
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BUDURLENI",287,TEACA,34985,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:13:57",73,66,0,7,0,51,44,0,7,0,49,2,100,49,3,2,2,17,21,0,4
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL OCNIŢA",288,TEACA,34985,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:51",764,753,0,7,4,440,429,0,7,4,409,31,800,360,29,4,12,129,194,2,39
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL PINTICU",289,TEACA,34985,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:02",602,597,0,5,0,294,289,0,5,0,267,27,650,356,10,8,29,51,100,0,69
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL TEACA",284,TEACA,34985,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:22:34",865,860,2,0,3,421,416,2,0,3,397,24,950,529,59,44,36,76,154,0,28
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL VIILE TECII",290,TEACA,34985,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:31:53",877,860,1,7,9,424,408,0,7,9,388,36,950,526,31,13,75,66,144,2,57
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI TEACA",285,TEACA,34985,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:12:49",768,753,0,7,8,452,437,0,7,8,437,15,850,398,86,42,49,47,167,0,46
