precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PAPUC NICUŞOR-FLORIN-voturi"
20,GORJ,"CĂMIN CULTURAL BĂLEŞTI",139,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:58:28",1736,1698,0,20,18,1176,1138,0,20,18,1064,27,1900,809,689,126,55,92,18,13,6,0,65
20,GORJ,"CĂMIN CULTURAL RASOVA",142,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:25:31",447,425,0,16,6,312,290,0,16,6,302,10,477,165,206,18,22,24,2,1,3,1,25
20,GORJ,"CĂMIN CULTURAL STOLOJANI",143,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:44",558,533,0,19,6,346,321,0,19,6,337,9,600,254,232,48,24,14,1,3,2,2,11
20,GORJ,"ŞCOALA GIMNAZIALĂ ”ANTONIE MOGOŞ”",140,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:22",1920,1891,1,18,10,1123,1095,0,18,10,1086,37,2100,977,643,116,53,135,13,10,12,18,86
20,GORJ,"ŞCOALA GIMNAZIALĂ CORNEŞTI",141,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:54:57",804,778,6,18,2,508,488,0,18,2,472,18,900,410,266,64,96,13,7,1,11,0,14
20,GORJ,"ŞCOALA PRIMARĂ TĂLPĂŞEŞTI",144,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:55",511,500,0,11,0,314,303,0,11,0,301,13,500,186,181,55,24,16,3,1,2,2,17
20,GORJ,"ŞCOALA PRIMARĂ TĂMĂŞEŞTI",145,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:13",567,546,0,15,6,381,360,0,15,6,365,14,600,221,205,49,17,58,3,7,6,1,19
