precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRA ION-PARTIDUL NAȚIONAL LIBERAL-voturi","DOBRIŞAN IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POŞIRCĂ LIVIU-EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi","VLAD MARIUS-ROMULUS-UNIUNEA SALVAȚI ROMÂNIA-voturi","UNGUREANU MIOARA-MIRELA-FORȚA DREPTEI-voturi"
3,ARGEŞ,"GRĂDINIȚA CU PROGRAM NORMAL MÂZGANA ” PICTOR ION MĂRGESCUˮ",524,VULTUREŞTI,20055,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:14",758,756,0,2,0,410,408,0,2,0,395,15,830,420,77,4,294,3,17
3,ARGEŞ,"PRIMĂRIA VULTUREȘTI",523,VULTUREŞTI,20055,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:40:08",807,801,0,4,2,564,558,0,4,2,559,5,890,326,87,10,413,22,27
3,ARGEŞ,"ȘCOALA PRIMARĂ BÂRZEȘTI",525,VULTUREŞTI,20055,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:10",459,457,0,2,0,275,273,0,2,0,266,9,495,220,92,13,143,6,12
3,ARGEŞ,"ȘCOALA PRIMARĂ HULUBA",526,VULTUREŞTI,20055,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:41:10",172,167,0,4,1,149,144,0,4,1,148,1,190,41,67,9,70,0,2
