precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOBĂIANU-CETĂŢEANU CORINA-STELA-PARTIDUL NAȚIONAL LIBERAL-voturi","GRUIA CRISTINEL-PETRE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DINA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","NIŢĂ CRISTIAN-FORȚA DREPTEI-voturi"
17,DOLJ,"CĂMINUL CULTURAL",317,"COŢOFENII DIN DOS",71910,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:04",883,811,0,46,26,665,594,0,46,25,632,33,863,198,177,17,419,19
17,DOLJ,"GRADINITA CU POGRAM NORMAL POTMELTU",319,"COŢOFENII DIN DOS",71910,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:00:33",424,398,0,8,18,312,286,0,8,18,302,10,500,188,74,6,202,20
17,DOLJ,"SCOALA GIMNAZIALA MIHAITA",318,"COŢOFENII DIN DOS",71910,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:30:09",681,607,1,55,18,494,421,0,55,18,479,15,700,206,69,8,386,16
