precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","BABIUC ROMICĂ-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL ZAMOSTEA",549,ZAMOSTEA,151246,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:15:24",1254,1216,0,11,27,691,653,0,11,27,655,36,1300,609,30,149,388,50,38
35,SUCEAVA,"ȘCOALA PRIMARĂ CIOMÎRTAN",550,ZAMOSTEA,151246,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:16",444,433,0,3,8,246,235,0,3,8,235,11,500,254,12,59,156,4,4
35,SUCEAVA,"ȘCOALA PRIMARĂ LUNCA",551,ZAMOSTEA,151246,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:56:11",196,192,0,2,2,117,113,0,2,2,113,4,220,103,11,27,68,5,2
35,SUCEAVA,"ȘCOALA PRIMARĂ NICANI",552,ZAMOSTEA,151246,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:12:45",423,411,0,0,12,242,230,0,0,12,235,7,460,218,7,40,135,42,11
35,SUCEAVA,"ȘCOALA PRIMARĂ TĂUTEȘTI",553,ZAMOSTEA,151246,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 18:49:50",157,153,0,1,3,117,113,0,1,3,113,4,203,86,6,45,49,7,6
