precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALEXANDRU RĂZVAN-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITRESCU ADRIAN-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BANU CONSTANTIN-RĂZVAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
12,CĂLĂRAŞI,"CĂMIN CULTURAL ȘTEFĂNEȘTI",155,ILEANA,103764,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:38",613,599,1,13,0,355,342,0,13,0,339,16,660,305,274,39,26
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 FLORICA",154,ILEANA,103764,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:33",490,489,0,1,0,274,273,0,1,0,263,11,535,261,225,18,20
12,CĂLĂRAŞI,"SCOALA ARTARI",153,ILEANA,103764,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:19",503,485,0,18,0,337,319,0,18,0,332,5,530,193,299,9,24
12,CĂLĂRAŞI,"SCOALA ILEANA",152,ILEANA,103764,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:57",766,736,0,30,0,465,435,0,30,0,451,14,837,372,397,26,28
