precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VASILE IVAN-COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","PANFIL GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","PANAIT GRIGORE-GRIŞA-PARTIDUL NAȚIONAL LIBERAL-voturi","MINAI NATAŞA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","AMELIAN PAULA-PARTIDUL MIȘCAREA POPULARĂ-voturi"
38,TULCEA,"ŞCOALA GIMNAZIALĂ CARCALIU",87,CARCALIU,159945,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:53:18",1113,1071,0,15,27,471,429,0,15,27,435,21,1183,727,79,126,193,33,4
38,TULCEA,"ŞCOALA GIMNAZIALĂ CARCALIU",86,CARCALIU,159945,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:12:11",1326,1274,3,19,30,527,478,0,19,30,508,19,1442,915,58,183,243,22,2
