precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VARGA COSMIN-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","DUŢESCU LIGIA-DIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","DOBRA ALIN-COSMIN-CONSTANTIN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","BOKOR ADRIAN-RĂZVAN-FORȚA DREPTEI-voturi"
32,"SATU MARE","CĂMIN CULTURAL RESIGHEA",266,PIŞCOLT,138574,4,PART,PRCNCT,P,P_SV,"2024-06-11 18:58:16",356,347,0,6,3,205,196,0,6,3,198,7,385,180,99,64,28,7
32,"SATU MARE","CĂMIN CULTURAL SCĂRIȘOARA NOUĂ",267,PIŞCOLT,138574,3,PART,PRCNCT,P,P_SV,"2024-06-11 19:18:25",325,309,0,12,4,206,190,0,12,4,200,6,345,139,87,37,76,0
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",264,PIŞCOLT,138574,3,PART,PRCNCT,P,P_SV,"2024-06-11 19:17:45",903,878,0,1,24,565,540,0,1,24,533,32,992,427,360,105,36,32
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",265,PIŞCOLT,138574,5,PART,PRCNCT,P,P_SV,"2024-06-11 18:56:07",886,868,0,2,16,559,541,0,2,16,520,39,973,414,283,188,34,15
