precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢIRBAN MARINEL-VIOREL-UNIUNEA SALVAȚI ROMÂNIA-voturi","DEGĂU SORIN-MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢIRBAN AUGUSTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","TOMA FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TURCAN CLAUDIU-PAŞCU-voturi"
5,BIHOR,"CĂMIN CULTURAL",287,BUNTEŞTI,27971,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:08",242,235,0,5,2,198,191,0,5,2,196,2,255,57,41,98,48,6,3
5,BIHOR,"CĂMIN CULTURAL",286,BUNTEŞTI,27971,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:49:00",545,521,0,14,10,440,416,0,14,10,433,7,593,153,4,130,266,32,1
5,BIHOR,"CĂMIN CULTURAL",291,BUNTEŞTI,27971,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:50:13",526,505,1,6,14,405,385,0,6,14,399,6,575,170,25,278,54,42,0
5,BIHOR,"CĂMIN CULTURAL LELEȘTI",289,BUNTEŞTI,27971,2,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:32",316,302,0,4,10,263,249,0,4,10,261,2,348,85,10,151,30,70,0
5,BIHOR,"GRĂDINIŢA CU PROGRAM NORMAL",292,BUNTEŞTI,27971,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:58",378,367,0,6,5,299,288,0,6,5,297,2,400,101,5,111,25,155,1
5,BIHOR,"PRIMĂRIA COMUNEI BUNTEȘTI",285,BUNTEŞTI,27971,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:17:01",483,463,1,11,8,391,372,0,11,8,379,12,530,139,3,283,43,38,12
5,BIHOR,"ŞCOALA CU CLASELE I-VIII",290,BUNTEŞTI,27971,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:54",488,464,1,10,13,384,360,1,10,13,375,9,530,146,111,134,71,56,3
5,BIHOR,"ȘCOALA GIMNAZIALĂ FERICE",288,BUNTEŞTI,27971,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:04:07",400,389,0,2,9,296,285,0,2,9,290,6,438,142,6,96,35,152,1
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.3",293,BUNTEŞTI,27971,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:31",237,230,0,3,4,199,192,0,3,4,198,1,266,67,13,95,74,3,13
