precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"SCOALA GENERALA CU CLASELE L-LV LEAMNA DE JOS",272,BUCOVĂŢ,69964,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 18:04:10",358,338,0,19,1,250,230,0,19,1,238,12,400,150,7,11,89,131
17,DOLJ,"SCOALA GENERALA CU CLASELE L-LV LEAMNA DE SUS",273,BUCOVĂŢ,69964,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:43:35",364,344,0,20,0,234,214,0,20,0,228,6,400,166,9,12,59,148
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL BUCOVAT",271,BUCOVĂŢ,69964,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:57:30",1705,1655,0,41,9,1096,1046,0,41,9,1060,36,1719,623,27,70,283,680
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL PALILULA",274,BUCOVĂŢ,69964,4,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:54:07",628,613,1,13,1,345,330,1,13,1,345,0,700,355,17,19,127,182
17,DOLJ,"SCOALA GENERALA CU CLASELE L-VLLL SARBATOAREA",275,BUCOVĂŢ,69964,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 15:46:42",649,627,0,20,2,434,412,0,20,2,379,55,700,266,11,13,205,150
