precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUCA MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MITRUŢ STELIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ZĂRNOIANU ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DOBRE MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi"
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",265,PETRĂCHIOAIA,104582,3,PART,PRCNCT,P,P_SV,"2024-06-11 17:16:38",478,470,0,5,3,348,340,0,5,3,340,8,496,148,95,15,16,214
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",266,PETRĂCHIOAIA,104582,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:10",413,377,0,25,11,328,292,0,25,11,322,6,454,123,71,18,14,219
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",264,PETRĂCHIOAIA,104582,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:27:27",303,291,0,11,1,233,221,0,11,1,224,9,300,67,72,6,19,127
25,ILFOV,"STRUCTURA CU GRUPE DE PREŞCOLARI",263,PETRĂCHIOAIA,104582,1,PART,PRCNCT,P,P_SV,"2024-06-12 02:42:49",1764,1676,1,52,35,1145,1060,0,52,33,1115,30,1850,705,407,92,24,592
