precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL CRIVOBARA",565,SECAŞ,158608,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:29:36",109,75,0,31,3,86,52,0,31,3,84,2,117,31,64,13,7
37,TIMIŞ,"SEDIUL PRIMĂRIEI SECAŞ",564,SECAŞ,158608,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:05:45",218,209,0,6,3,123,114,0,6,3,120,3,241,118,105,4,11
