precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"FOSTA ŞCOALĂ GENERALĂ CU CLASELE I - VIII SCHELA",294,SCHELA,81987,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:42:56",489,473,0,11,5,343,327,0,11,5,315,18,500,167,33,143,4,95,0,9,31
20,GORJ,"FOSTA ŞCOALA PRIMARĂ SÎMBOTIN",293,SCHELA,81987,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:25",490,469,0,20,1,387,366,0,20,1,374,13,500,113,91,138,38,86,3,13,5
20,GORJ,"ȘCOALA PRIMARĂ CU CLASELE I - IV GORNĂCEL",295,SCHELA,81987,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:35",463,457,0,6,0,322,316,0,6,0,312,10,529,207,34,86,6,112,52,17,5
