precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GEARĂ ION-GHEORGHE-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","FILIP TIBERIUS-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ZĂRAFU GHEORGHIŢĂ-UNIUNEA SALVAȚI ROMÂNIA-voturi","AVRAM ION-PARTIDUL PATRIOȚILOR-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL",184,ISLAZ,151736,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:54:32",1066,1040,1,15,10,630,605,0,15,10,619,11,1120,490,272,287,57,3
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2",185,ISLAZ,151736,1,PART,PRCNCT,P,P_SV,"2024-06-10 15:33:17",1476,1443,0,15,18,816,783,0,15,18,777,38,1567,752,384,349,35,9
36,TELEORMAN,"ŞCOALA GENERALĂ MOLDOVENI",187,ISLAZ,151736,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:13:18",698,681,0,7,10,422,405,0,7,10,409,13,750,328,195,148,28,38
36,TELEORMAN,"ŞCOALA GIMNAZIALĂ NR. 1 ISLAZ",186,ISLAZ,151736,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:42",665,654,0,8,3,377,366,0,8,3,369,8,780,403,170,158,38,3
