precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
15,COVASNA,"GRĂDINȚA CU PROGRAM NORMAL DOBÂRLĂU",137,DOBÂRLĂU,64265,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:49:48",933,918,0,11,4,580,565,0,11,4,530,50,964,384,66,52,31,381
15,COVASNA,"ȘCOALA PRIMARĂ LUNCA MĂRCUȘULUI",138,DOBÂRLĂU,64265,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:00:53",292,287,0,2,3,169,164,0,2,3,158,11,300,131,46,12,13,87
15,COVASNA,"ŞCOALA PRIMARĂ MĂRCUŞ",139,DOBÂRLĂU,64265,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:36:36",338,331,1,5,1,189,183,0,5,1,180,9,400,211,40,21,8,111
15,COVASNA,"ŞCOALA PRIMARĂ VALEA DOBÂRLĂULUI",140,DOBÂRLĂU,64265,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:03:30",264,258,0,4,2,170,164,0,4,2,158,12,283,113,42,23,5,88
