precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","BALTARIU SIMONA-OANA-voturi"
7,BOTOŞANI,"CĂMIN CULTURAL RĂCHIŢI",339,RĂCHIŢI,35839,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:58:17",1139,1135,0,4,0,621,617,0,4,0,596,25,1200,579,48,268,195,60,10,12,3
7,BOTOŞANI,"CĂMIN CULTURAL ROŞIORI",342,RĂCHIŢI,35839,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:44:22",1406,1393,0,11,2,697,684,0,11,2,667,30,1500,803,31,350,207,3,2,10,64
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1 CIȘMEA",340,RĂCHIŢI,35839,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:05",522,517,0,4,1,305,300,0,4,1,297,8,600,295,11,161,83,25,7,6,4
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ”PETRE ŞUŞTER”",341,RĂCHIŢI,35839,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:54:59",1271,1253,0,8,10,736,718,0,8,10,712,24,1397,661,34,432,147,25,4,70,0
