precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAZAR VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","CHIŞ FLORIN-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OŞAN GHEORGHE-IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","PINTE IOAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BREAZDĂU GHEORGHE-CIPRIAN-voturi","VAIDA IOAN-voturi"
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV CRIȘTELEC",220,MĂERIŞTE,142006,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:15:04",448,434,4,4,6,281,270,1,4,6,270,11,485,204,113,8,119,7,11,12
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV DOH",221,MĂERIŞTE,142006,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:04:12",167,155,0,7,5,120,108,0,7,5,115,5,170,50,65,2,41,4,1,2
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV MĂLĂDIA",223,MĂERIŞTE,142006,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:56",149,134,0,15,0,89,74,0,15,0,86,3,160,71,54,0,9,16,3,4
33,SĂLAJ,"ŞCOALA CU CLASELE I-IV UILEACU ȘIMLEULUI",224,MĂERIŞTE,142006,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:12:17",372,362,0,7,3,194,184,0,7,3,186,8,410,216,90,4,19,3,4,66
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ GIURTELECU ȘIMLEULUI",222,MĂERIŞTE,142006,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:33",736,697,3,17,19,449,413,0,17,19,439,10,753,304,293,37,50,4,42,13
33,SĂLAJ,"ŞCOALA GIMNAZIALĂ MĂERIȘTE",219,MĂERIŞTE,142006,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:26:37",620,592,6,10,12,378,353,3,10,12,370,8,670,292,160,11,162,2,2,33
