precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHEBAN CRISTINA-PARTIDUL NAȚIONAL LIBERAL-voturi","BORFOTINĂ IONEL-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1 CRISTESTI CORPUL II",208,CRISTEŞTI,36907,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:15:49",1439,1386,0,6,47,785,732,0,6,47,748,37,1607,822,261,487
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 SAT ONEAGA",210,CRISTEŞTI,36907,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:11:57",1117,1078,0,9,30,542,503,0,9,30,518,24,1200,658,45,473
7,BOTOŞANI,"SCOALA PRIMARA NR. 1 SAT CRISTESTI , DENUMIRE UZUALA SCOALA DIN GHILANESTI",209,CRISTEŞTI,36907,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:04:02",476,451,0,8,17,281,256,0,8,17,275,6,509,228,115,160
7,BOTOŞANI,"ȘCOALA PRIMARĂ NR.3 SCHIT-ORĂȘENI",211,CRISTEŞTI,36907,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:14:20",467,458,0,5,4,217,208,0,5,4,205,12,507,290,43,162
7,BOTOŞANI,"SCOALA PRIMARA NR. 4 UNGUROAIA",212,CRISTEŞTI,36907,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:49:22",192,184,1,7,0,119,111,1,7,0,118,1,242,123,13,105
