precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
24,IAŞI,"CĂMIN CULTURAL COROPCENI",370,CIORTEŞTI,96192,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:49",824,823,0,1,0,429,428,0,1,0,405,24,900,471,342,4,59
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ŞERBEŞTI",373,CIORTEŞTI,96192,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:14",595,595,0,0,0,280,280,0,0,0,263,17,700,420,215,3,45
24,IAŞI,"ȘCOALA GIMNAZIALĂ CIORTEȘTI",369,CIORTEŞTI,96192,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:14",786,786,0,0,0,370,370,0,0,0,349,21,800,430,276,7,66
24,IAŞI,"ŞCOALA PRIMARĂ DELENI",371,CIORTEŞTI,96192,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:16:01",361,361,0,0,0,188,188,0,0,0,181,7,400,212,149,5,27
24,IAŞI,"ŞCOALA PRIMARĂ ROTĂRIA",372,CIORTEŞTI,96192,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:26:43",305,305,0,0,0,165,165,0,0,0,156,9,346,181,149,5,2
