precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMIN CULTURAL JOSENII BÂRGĂULUI",148,"JOSENII BÂRGĂULUI",33382,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:00",827,815,2,6,4,461,450,1,6,4,450,11,915,454,210,112,64,14,50
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL RUSU BÎRGĂULUI",151,"JOSENII BÂRGĂULUI",33382,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:16",771,764,1,5,1,417,411,0,5,1,408,9,850,433,165,120,57,32,34
6,BISTRIŢA-NĂSĂUD,"CENTRU CULTURAL MIJLOCENII BÂRGĂULUI",150,"JOSENII BÂRGĂULUI",33382,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:39:52",1360,1351,2,1,6,727,720,0,1,6,694,33,1500,773,231,157,77,105,124
6,BISTRIŢA-NĂSĂUD,"ȘCOALA GIMNAZIALĂ JOSENII BÎRGĂULUI",149,"JOSENII BÂRGĂULUI",33382,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:21:33",865,863,0,0,2,535,533,0,0,2,510,25,960,425,113,249,87,15,46
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ STRÎMBA",152,"JOSENII BÂRGĂULUI",33382,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:32",394,386,0,8,0,188,180,0,8,0,181,7,400,212,97,37,11,27,9
