precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IOANI FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂCILĂ IOAN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","BORZEA DORIN-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
8,BRAŞOV,"CAMIN CULTURAL RUCAR",456,VIŞTEA,42236,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:20:07",398,331,0,60,7,302,235,0,60,7,295,7,350,48,209,83,3
8,BRAŞOV,"CAMIN CULTURAL VISTEA DE SUS",457,VIŞTEA,42236,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:11",568,516,1,36,15,372,321,0,36,15,368,4,600,228,182,161,25
8,BRAŞOV,"CĂMINUL CULTURAL VIȘTEA DE JOS",454,VIŞTEA,42236,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:54",681,642,0,30,9,376,337,0,30,9,361,15,700,324,171,124,66
8,BRAŞOV,"ŞCOALA GENERALĂ OLTEŢ",455,VIŞTEA,42236,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:59",327,306,0,21,0,180,159,0,21,0,171,9,333,153,77,84,10
