precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
25,ILFOV,"CAMIN CULTURAL",182,CIOLPANI,101902,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:21",713,704,0,8,1,429,420,0,8,1,420,9,748,319,21,150,224,21,4
25,ILFOV,"GRADINITA NR.3",181,CIOLPANI,101902,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:22",683,664,0,17,2,358,339,0,17,2,348,10,700,342,28,60,218,32,10
25,ILFOV,"GRADINITA NR.4",180,CIOLPANI,101902,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:23:11",1162,1123,4,12,23,669,634,0,12,23,649,20,1300,631,139,75,398,24,13
25,ILFOV,"SALA DE SPORT CIOLPANI",179,CIOLPANI,101902,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:09:46",1911,1894,0,8,9,1132,1115,0,8,9,1096,36,2100,968,137,215,628,62,54
