precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COSTA MIRCEA-CLAUDIU-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CASA COMUNALĂ CERBĂL-SALA DE ŞEDINŢĂ A CONSILIULUI LOCAL CERBĂL",340,CERBĂL,89151,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:03:24",188,166,1,19,2,133,112,0,19,2,129,4,155,22,129
22,HUNEDOARA,"ŞCOALA PRIMARĂ FEREGI",341,CERBĂL,89151,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:30:06",104,96,0,8,0,78,70,0,8,0,74,4,98,20,74
22,HUNEDOARA,"ŞCOALA PRIMARĂ POIANA RĂCHIŢELII",342,CERBĂL,89151,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:04:36",121,88,0,33,0,108,75,0,33,0,105,3,125,17,105
