precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARBU TOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOUVEANU MARIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CĂLIN DRAGOŞ-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","RUPA DANIEL-PARTIDUL S.O.S. ROMÂNIA-voturi"
17,DOLJ,"CAMINUL CULTURAL DRANIC",343,DRĂNIC,72221,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:18:53",828,789,0,30,9,582,543,0,30,9,546,36,904,286,20,20,495,11
17,DOLJ,"SCOALA CU CLASELE I-IV BOOVENI",344,DRĂNIC,72221,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:50:01",286,274,0,11,1,230,218,0,11,1,222,8,300,70,29,1,188,4
17,DOLJ,"SCOALA CU CLASELE I-IV FOISOR",345,DRĂNIC,72221,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:13",167,158,0,9,0,124,115,0,9,0,120,4,200,76,76,2,42,0
17,DOLJ,"SCOALA PRIMARA PADEA",346,DRĂNIC,72221,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:53:34",622,588,0,17,17,432,398,0,17,17,398,34,600,168,90,6,300,2
