precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CAMINUL CULTURAL VINATORI",758,VÂNĂTORI,100086,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:52:37",885,854,0,17,14,498,467,0,17,14,471,27,1000,502,32,354,42,15,28
24,IAŞI,"SCOALA CU CLASELE I-IV GURA-BIDILITEI",760,VÂNĂTORI,100086,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:45:28",488,475,0,13,0,253,240,0,13,0,245,8,500,247,5,123,91,14,12
24,IAŞI,"ȘCOALA CU CLASELE I-VIII CRIVEȘTI",759,VÂNĂTORI,100086,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:24",1216,1185,0,19,12,662,631,0,19,12,629,30,1228,569,6,346,191,71,15
24,IAŞI,"ȘCOALA GIMNAZIALĂ HÎRTOAPE",761,VÂNĂTORI,100086,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:26",941,902,0,32,7,588,549,0,32,7,558,29,1000,413,12,433,86,24,3
24,IAŞI,"ȘCOALA PRIMARĂ VLĂDNICUȚ",762,VÂNĂTORI,100086,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:28:00",119,115,0,4,0,71,67,0,4,0,65,6,200,129,1,49,6,9,0
