precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHIURCĂU DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DANCIU GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","BODEA FLORIN-COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","NAGY ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
5,BIHOR,"PRIMĂRIA CURTUIŞENI",357,CURTUIŞENI,29001,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:23",1266,1259,1,6,0,699,693,0,6,0,654,45,1394,691,3,173,120,358
5,BIHOR,"ŞCOALA GENERALĂ CU CLASELE I-VIII NR. 24",358,CURTUIŞENI,29001,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:50",677,668,0,9,0,441,432,0,9,0,422,19,734,293,8,133,254,27
5,BIHOR,"SEDIUL VECHI AL PRIMĂRIEI CURTUIȘENI",356,CURTUIŞENI,29001,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:39",1005,1002,2,1,0,559,558,0,1,0,536,19,1105,550,5,129,150,252
