precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢĂRANU OCTAVIAN-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOGHIAN DRAGOŞ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MEREUŢĂ ANGELICA-PARTIDUL SOCIAL DEMOCRAT-voturi","DRAGOMIR IULIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
4,BACĂU,"CENTRU DE ZI LICHITISENI",632,VULTURENI,26118,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:42:00",273,249,0,8,16,273,249,0,8,16,238,11,400,151,74,4,72,88
4,BACĂU,"GRADINIȚA CU PROGRAM NORMAL GODINEŞTII DE JOS",634,VULTURENI,26118,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:19:30",307,285,0,18,4,307,285,0,18,4,180,6,300,114,35,7,30,108
4,BACĂU,"ŞCOALA GHILĂVEŞTI",633,VULTURENI,26118,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:39:52",210,205,0,4,1,146,141,0,4,1,142,4,200,54,11,56,21,54
4,BACĂU,"ŞCOALA MEDELENI",635,VULTURENI,26118,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:58:39",141,124,0,12,5,103,86,0,12,5,99,4,200,97,22,3,44,30
4,BACĂU,"SCOALA VULTURENI",636,VULTURENI,26118,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:01:02",374,362,0,6,6,247,235,0,6,6,233,14,400,153,43,8,73,109
