precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MISCHIE NICOLAE-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BÎLDEA ROMULUS-PARTIDUL SOCIAL DEMOCRAT-voturi","COICULESCU VASILE-TRAIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","DODENCIU IONUŢ-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRĂGHICI CONSTANTIN-FORȚA DREPTEI-voturi","MISCHIE ION-PARTIDUL MIȘCAREA POPULARĂ-voturi"
20,GORJ,"CLĂDIREA DE LÂNGĂ SEDIUL PRIMĂRIEI COMUNEI TELEŞTI - SALA DE ŞEDINŢE A CONSILIULUI LOCAL TELEŞTI",312,TELEŞTI,82396,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:01:56",569,533,3,22,11,368,335,0,22,11,365,3,600,232,51,253,11,40,4,6
20,GORJ,"ŞCOALA PRIMARĂ NR.1 BUDUHALA",314,TELEŞTI,82396,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:18:19",715,680,0,15,20,405,370,0,15,20,399,6,738,333,46,312,2,33,3,3
20,GORJ,"ŞCOALA PRIMARĂ ŞOMĂNEŞTI",315,TELEŞTI,82396,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:17:58",582,558,0,9,15,383,359,0,9,15,371,12,600,217,32,284,8,32,15,0
20,GORJ,"ŞCOALA PRIMARĂ TELEŞTI",313,TELEŞTI,82396,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:52",561,523,0,31,7,398,360,0,31,7,394,4,600,202,9,289,67,15,2,12
