county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","RĂCIANU DANIEL-voturi","RĂCIANU DANIEL-mandate-faza-1","RĂCIANU DANIEL-mandate-faza-2","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","GAFIŢA-CIUDIN VASILE-voturi","GAFIŢA-CIUDIN VASILE-mandate-faza-1","GAFIŢA-CIUDIN VASILE-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","TRADIȚIE, ONOARE, DISCIPLINĂ, EXCELENȚĂ-voturi","TRADIȚIE, ONOARE, DISCIPLINĂ, EXCELENȚĂ-mandate-faza-1","TRADIȚIE, ONOARE, DISCIPLINĂ, EXCELENȚĂ-mandate-faza-2","OBREJA GHEORGHE-voturi","OBREJA GHEORGHE-mandate-faza-1","OBREJA GHEORGHE-mandate-faza-2","DRĂGĂNESCU DUMITRU-voturi","DRĂGĂNESCU DUMITRU-mandate-faza-1","DRĂGĂNESCU DUMITRU-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","ROMÂNIA SOCIALISTĂ-voturi","ROMÂNIA SOCIALISTĂ-mandate-faza-1","ROMÂNIA SOCIALISTĂ-mandate-faza-2","DĂMOC ŞTEFAN-voturi","DĂMOC ŞTEFAN-mandate-faza-1","DĂMOC ŞTEFAN-mandate-faza-2","PARTIDUL PROGRESIST-voturi","PARTIDUL PROGRESIST-mandate-faza-1","PARTIDUL PROGRESIST-mandate-faza-2","PETRESCU DRAGOMIR-voturi","PETRESCU DRAGOMIR-mandate-faza-1","PETRESCU DRAGOMIR-mandate-faza-2","ILADE VASILE-voturi","ILADE VASILE-mandate-faza-1","ILADE VASILE-mandate-faza-2","PARTIDUL ROMÂNIA NOASTRĂ-voturi","PARTIDUL ROMÂNIA NOASTRĂ-mandate-faza-1","PARTIDUL ROMÂNIA NOASTRĂ-mandate-faza-2","UNGUREANU MIHAI-voturi","UNGUREANU MIHAI-mandate-faza-1","UNGUREANU MIHAI-mandate-faza-2","LEHĂDUŞ ALIN-ŞTEFAN-voturi","LEHĂDUŞ ALIN-ŞTEFAN-mandate-faza-1","LEHĂDUŞ ALIN-ŞTEFAN-mandate-faza-2","LUCA-MOISE FLORENTINA-voturi","LUCA-MOISE FLORENTINA-mandate-faza-1","LUCA-MOISE FLORENTINA-mandate-faza-2","ACATRINEI DIANA-NICOLETA-voturi","ACATRINEI DIANA-NICOLETA-mandate-faza-1","ACATRINEI DIANA-NICOLETA-mandate-faza-2","UNIUNEA ARMENILOR DIN ROMÂNIA-voturi","UNIUNEA ARMENILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA ARMENILOR DIN ROMÂNIA-mandate-faza-2","ŢUŢU SORIN-voturi","ŢUŢU SORIN-mandate-faza-1","ŢUŢU SORIN-mandate-faza-2","ANDONESCU ANTOANETA-voturi","ANDONESCU ANTOANETA-mandate-faza-1","ANDONESCU ANTOANETA-mandate-faza-2","BĂDÎNGĂ CRISTINEL AUREL-voturi","BĂDÎNGĂ CRISTINEL AUREL-mandate-faza-1","BĂDÎNGĂ CRISTINEL AUREL-mandate-faza-2","VRÎNCEANU MARIA-voturi","VRÎNCEANU MARIA-mandate-faza-1","VRÎNCEANU MARIA-mandate-faza-2","PINTILIE CORNELIU-voturi","PINTILIE CORNELIU-mandate-faza-1","PINTILIE CORNELIU-mandate-faza-2","MAFTIŢA VIORICA-voturi","MAFTIŢA VIORICA-mandate-faza-1","MAFTIŢA VIORICA-mandate-faza-2","CEOMEICĂ IOAN-voturi","CEOMEICĂ IOAN-mandate-faza-1","CEOMEICĂ IOAN-mandate-faza-2","BRAIŞ VASILE-voturi","BRAIŞ VASILE-mandate-faza-1","BRAIŞ VASILE-mandate-faza-2","MONU MIHAELA-voturi","MONU MIHAELA-mandate-faza-1","MONU MIHAELA-mandate-faza-2","ANGHEL VASILE-voturi","ANGHEL VASILE-mandate-faza-1","ANGHEL VASILE-mandate-faza-2","DEDIU BRÎNDUŞA-PAULA-voturi","DEDIU BRÎNDUŞA-PAULA-mandate-faza-1","DEDIU BRÎNDUŞA-PAULA-mandate-faza-2"
29,NEAMŢ,AGAPIA,121108,2,FINAL,UAT,CL,CL_CE,"2024-06-13 09:38:56",3549,3473,4,8,64,1915,1842,1,8,64,1780,89,3836,1967,89,124,142,133,216,1,1,46,0,0,1269,9,0,249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,"ALEXANDRU CEL BUN",124938,2,FINAL,UAT,CL,CL_CE,"2024-06-13 09:58:30",5134,5059,17,28,30,2657,2598,2,28,29,2571,86,5509,2852,128,179,205,159,815,5,0,176,1,0,629,3,1,642,4,0,129,0,1,86,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BAHNA,121153,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:18:19",2507,2348,0,34,125,1567,1408,0,34,125,1486,81,2726,1159,74,104,118,113,647,5,1,229,2,0,483,4,0,113,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BĂLŢĂTEŞTI,121242,2,FINAL,UAT,CL,CL_CE,"2024-06-13 10:29:19",3369,3330,0,18,21,1901,1862,0,18,21,1802,99,3700,1799,90,126,144,138,450,3,0,0,0,0,559,4,0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214,1,1,114,0,1,128,0,1,192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BÂRGĂUANI,121466,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:41:03",2797,2698,4,52,43,1649,1553,1,52,43,1589,60,3277,1628,79,111,127,108,422,3,1,0,0,0,766,7,0,81,0,1,43,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BICAZ-CHEI,121297,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:42:40",3616,3555,1,22,38,2200,2140,0,22,38,2147,53,4000,1800,107,150,171,165,1289,7,1,0,0,0,858,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,"BICAZU ARDELEAN",121340,2,FINAL,UAT,CL,CL_CE,"2024-06-13 09:48:19",2957,2875,2,21,59,1570,1489,1,21,59,1513,57,3238,1668,75,105,121,113,983,8,1,160,1,0,219,1,1,112,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BIRA,121386,2,FINAL,UAT,CL,CL_CE,"2024-06-13 10:04:28",1586,1537,0,31,18,880,833,0,29,18,831,49,1786,906,41,58,66,72,411,5,1,0,0,0,331,4,0,36,0,0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BODEŞTI,121607,2,FINAL,UAT,CL,CL_CE,"2024-06-13 10:25:25",3827,3739,7,28,53,1971,1889,1,28,53,1883,88,4223,2252,94,131,150,132,249,1,1,0,0,0,1202,9,0,277,2,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,NEAMŢ,BOGHICEA,125178,2,FINAL,UAT,CL,CL_CE,"2024-06-13 10:43:01",2018,1974,1,16,27,1118,1075,0,16,27,1078,40,2300,1182,53,75,86,93,244,2,1,49,0,0,703,7,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
