precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"GRADINIŢA CU PROGRAM NORMAL BUTEA, COMUNA BUTEA, JUDEŢUL IAŞI",362,BUTEA,96110,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:51:02",1546,1508,1,7,30,559,522,0,7,30,522,37,1600,1004,29,105,360,28
24,IAŞI,"SCOALA PRIMARA MICLAUSENI",363,BUTEA,96110,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:45:51",365,346,0,11,8,185,166,0,11,8,171,14,418,233,9,21,135,6
24,IAŞI,"SEDIUL PRIMARIEI COMUNEI BUTEA",361,BUTEA,96110,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:15",1585,1545,1,3,36,609,570,0,3,36,584,25,1800,1191,42,127,385,30
