precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL OAMENILOR LIBERI-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi"
28,MUREŞ,"CAMINUL CULTURAL SÂNGEORGIU DE PĂDURE",190,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:10",1284,1252,1,4,27,579,547,1,4,27,540,39,1400,821,50,360,21,73,17,19
28,MUREŞ,"CAMINUL CULTURAL SÂNGEORGIU DE PĂDURE",189,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:25:19",1202,1170,0,1,31,627,595,0,1,31,603,23,1320,693,13,487,24,64,13,2
28,MUREŞ,"LICEUL TEHNOLOGIC” SFÂNTUL GHEORGHE” SÂNGEORGIU DE PĂDURE",191,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:08",1332,1280,4,10,38,634,586,0,10,38,595,39,1400,766,30,471,15,50,8,21
28,MUREŞ,"SCOALA GIMNAZIALĂ BEZID",192,"ORAŞ SÂNGEORGIU DE PĂDURE",119331,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:06:24",520,488,4,9,19,289,259,2,9,19,285,3,542,254,1,275,1,6,1,1
