precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPA MIHAI-OVIDIU-voturi"
17,DOLJ,"GRADINITA ”ALBA CA ZAPADA”",443,PLENIŢA,73709,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 16:24:20",1025,973,0,13,39,620,568,0,13,39,575,45,1100,480,63,168,55,197,31,22,39
17,DOLJ,"LICEUL TEHNOLOGIC C.N. PLOPSOR",441,PLENIŢA,73709,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 16:12:40",995,969,0,9,17,603,577,0,9,17,567,36,1049,446,61,174,40,176,21,24,71
17,DOLJ,"SCOALA CU CALSELE I-VIII LOCAL B POIANA",442,PLENIŢA,73709,3,PART,PRCNCT,CL,CL_SV,"2024-06-12 16:19:41",910,881,0,5,24,573,544,0,5,24,527,46,1000,427,22,135,48,266,15,11,30
17,DOLJ,"SCOALA CU CLASELEI-IV DIN SATUL CASTRELE TRAIANE",444,PLENIŢA,73709,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:30:43",630,603,0,5,22,370,343,0,5,22,357,13,700,330,29,89,23,177,9,20,10
