precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DAVIDESCU MUGUREL-NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PĂTRU EUGENIU-PARTIDUL SOCIAL DEMOCRAT-voturi","IVAŞCU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
3,ARGEŞ,"CĂMIN CULTURAL RETEVOIEŞTI",421,PIETROŞANI,17851,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:58:00",1301,1299,0,2,0,697,695,0,2,0,682,15,1469,772,34,451,197
3,ARGEŞ,"PRIMĂRIE VECHE",419,PIETROŞANI,17851,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:22",1234,1227,0,7,0,767,760,0,7,0,750,17,1354,587,65,475,210
3,ARGEŞ,"SALA DE SPORT PIETROŞANI",418,PIETROŞANI,17851,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:46",1361,1360,1,0,0,803,803,0,0,0,777,26,1455,652,105,471,201
3,ARGEŞ,"ŞCOALAGENERALĂ CU CLASELE I-IV GĂNEŞTI",420,PIETROŞANI,17851,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:39",496,487,0,9,0,312,303,0,9,0,305,7,544,232,16,195,94
