precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞERBĂNOIU GABI-PARTIDUL SOCIAL DEMOCRAT-voturi","MODREANU LIVIU-ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CUŢIC CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ENACHE FLORIN-FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL LIVEZENI",471,STÂLPENI,18778,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:29:12",1196,1186,0,4,6,740,730,0,4,6,727,13,1195,424,320,92,269,46
3,ARGEŞ,"CAMINUL CULTURAL RĂDEŞTI",472,STÂLPENI,18778,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:20:52",1339,1327,0,0,12,892,880,0,0,12,857,23,1600,720,377,16,429,35
3,ARGEŞ,"GRĂDINIŢA CU PROGRAM PRELUNGIT STÎLPENI",470,STÂLPENI,18778,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:33:02",1482,1466,2,6,8,945,936,1,0,8,917,28,1600,655,574,27,268,48
