precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BURUIANĂ CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","GRĂDINARIU IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MELINTE IONUŢ-LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CONSTANTINICĂ DAN-PARTIDUL VERDE-voturi"
7,BOTOŞANI,"CAMIN CULTURAL VANATORI",261,GORBĂNEŞTI,37459,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:32",577,532,1,35,9,362,317,1,35,9,356,3,599,240,9,7,340,0
7,BOTOŞANI,"ŞCOALA GENERALA BATRANESTI",257,GORBĂNEŞTI,37459,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:35",194,192,0,0,2,108,106,0,0,2,103,5,230,122,9,8,84,2
7,BOTOŞANI,"ŞCOALA GENERALĂ GEORGE COSBUC",258,GORBĂNEŞTI,37459,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:34",197,190,0,6,1,105,98,0,6,1,101,4,220,115,12,4,79,6
7,BOTOŞANI,"SCOALA GENERALA SILISCANI",259,GORBĂNEŞTI,37459,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:16",284,264,0,18,2,166,146,0,18,2,157,9,300,133,6,8,140,3
7,BOTOŞANI,"SCOALA GENERALA SOCRUJENI",260,GORBĂNEŞTI,37459,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:37",607,594,0,8,5,316,303,0,8,5,309,7,650,334,14,55,233,7
7,BOTOŞANI,"SCOALA GORBANESTI",256,GORBĂNEŞTI,37459,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:50",746,735,0,7,4,439,428,0,7,4,427,12,800,361,58,11,334,24
