precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MADOS ATTILA-FERENCZ-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ONIŢA VIORICA-IOANA-PARTIDUL NAȚIONAL LIBERAL-voturi","PETRILA CĂLIN-FLORIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
5,BIHOR,"CENTRU SOCIAL DE ZI PENTRU PERSOANE VÂRSTNICE (CANTINA SOCIALĂ)",364,DIOSIG,29092,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:42:35",1187,1174,0,12,1,509,496,0,12,1,487,22,1284,775,376,99,12
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",366,DIOSIG,29092,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:35",949,926,0,22,1,515,492,0,22,1,498,17,1013,498,430,56,12
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",367,DIOSIG,29092,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:57",1217,1202,3,7,5,549,536,1,7,5,528,21,1352,803,183,284,61
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",368,DIOSIG,29092,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:50",1084,1069,3,12,0,719,706,1,12,0,611,108,1183,464,514,20,77
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG",369,DIOSIG,29092,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:46",235,225,0,10,0,117,107,0,10,0,111,6,265,148,80,29,2
5,BIHOR,"ŞCOALA GIMNAZIALĂ NR.1 DIOSIG,",365,DIOSIG,29092,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:39",900,890,1,6,3,472,463,0,6,3,461,11,991,519,382,65,14
