precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CASA COMUNALĂ CERBĂL-SALA DE ŞEDINŢĂ A CONSILIULUI LOCAL CERBĂL",340,CERBĂL,89151,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:03:24",188,166,1,19,2,133,112,0,19,2,124,4,155,22,124
22,HUNEDOARA,"ŞCOALA PRIMARĂ FEREGI",341,CERBĂL,89151,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:30:07",104,96,0,8,0,78,70,0,8,0,75,3,98,20,75
22,HUNEDOARA,"ŞCOALA PRIMARĂ POIANA RĂCHIŢELII",342,CERBĂL,89151,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:04:35",121,88,0,33,0,108,75,0,33,0,105,3,125,17,105
