precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LAIU DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","BARĂU GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MATEI CORNEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BEJENARIU VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
24,IAŞI,"GRADINITA CU PROGRAM NORMAL ZLODICA",367,CEPLENIŢA,96147,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:34",234,230,0,4,0,99,95,0,4,0,90,9,302,203,50,4,15,21
24,IAŞI,"SCOALA GIMNAZIALA ”GRIGORE URECHE” CEPLENITA",364,CEPLENIŢA,96147,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:50",1123,1118,1,3,1,474,469,1,3,1,455,19,1200,726,212,112,105,26
24,IAŞI,"SCOALA GIMNAZIALA ”NICOLAE IORGA” BUHALNITA",365,CEPLENIŢA,96147,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:08",1164,1155,0,8,1,547,538,0,8,1,520,27,1200,653,271,18,143,88
24,IAŞI,"ȘCOALA PRIMARĂ POIANA MĂRULUI",366,CEPLENIŢA,96147,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:51:06",778,775,0,3,0,337,334,0,3,0,320,17,900,563,208,9,84,19
