precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU IONUŢ-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","IONIŢĂ VASILE-VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","NICOLAE SORIN-MARIAN-voturi"
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL POTIGRAFU, COMUNA GORGOTA",435,GORGOTA,133508,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:57",1034,1030,0,4,0,558,554,0,4,0,549,9,1150,592,488,36,25
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL SAT GORGOTA, COMUNA GORGOTA",432,GORGOTA,133508,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:43:41",1146,1140,0,6,0,616,610,0,6,0,596,20,1200,584,529,43,24
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT POIENARII APOSTOLI, COMUNA GORGOTA",434,GORGOTA,133508,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:00:30",1072,1068,1,3,0,544,541,0,3,0,523,21,1200,656,430,64,29
31,PRAHOVA,"ȘCOALA PRIMARĂ SAT CRIVINA, COMUNA GORGOTA",433,GORGOTA,133508,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:53:31",726,719,0,6,1,391,384,0,6,1,385,6,800,409,290,46,49
