precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂCHIŢESCU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MIU LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","GERBER ENGELBERT-CLAUDIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DOBRE MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","VINTILĂ PAUL-VASILE-PARTIDUL ROMÂNIA MARE-voturi","TUDOR IFTIM-CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"”CASA DE CULTURĂ” ORAȘUL URLAŢI",272,"ORAŞ URLAŢI",131620,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:42:15",1414,1400,0,12,2,723,709,0,12,2,705,18,1600,877,281,262,45,82,10,25
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ”JERCĂLĂI” ORAȘUL URLAȚI",273,"ORAŞ URLAŢI",131620,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:41",744,737,0,6,1,313,306,0,6,1,297,16,800,487,130,102,15,41,2,7
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ”VALEA URLOI” ORAȘUL URLAȚI",274,"ORAŞ URLAŢI",131620,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:57",894,885,1,8,0,392,384,0,8,0,374,18,1000,608,210,99,18,26,3,18
31,PRAHOVA,"GRĂDINIŢA DE COPII CU PROGRAM PRELUNGIT ”CLOPOȚICA” ORAȘUL URLAȚI",268,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:49:08",1492,1487,0,5,0,742,737,0,5,0,730,12,1600,858,331,306,42,29,8,14
31,PRAHOVA,"LICEUL TEORETIC ”BRÂNCOVEANU VODĂ” ORAȘUL URLAȚI",270,"ORAŞ URLAŢI",131620,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:24:19",1439,1437,1,1,0,680,679,0,1,0,658,22,1600,920,262,309,23,37,4,23
31,PRAHOVA,"LICEUL TEORETIC ”BRÂNCOVEANU VODĂ” ORAȘUL URLATI (CLADIREA VECHE)",269,"ORAŞ URLAŢI",131620,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:54:59",1451,1443,1,7,0,703,696,0,7,0,671,15,1600,914,274,316,28,25,1,27
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ ”CĂNUŢĂ IONESCU” ORAȘUL URLATI",271,"ORAŞ URLAŢI",131620,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:01:06",1599,1585,2,9,3,820,807,1,9,3,794,26,1700,880,360,300,40,48,9,37
