precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RĂDUCA CARMEN-IOANA-PARTIDUL NAȚIONAL LIBERAL-voturi","SÎIA NICUŞOR-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"CĂMIN CULTURAL",283,RADOMIREŞTI,128472,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:11:07",976,946,0,10,20,541,511,0,10,20,505,10,1040,525,163,342
30,OLT,"CĂMINUL CULTURAL",285,RADOMIREŞTI,128472,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:34",269,255,0,5,9,269,255,0,5,9,258,11,539,270,65,193
30,OLT,"ŞCOALA POIANA",286,RADOMIREŞTI,128472,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:58",204,197,0,5,2,131,124,0,5,2,129,2,216,85,22,107
30,OLT,"ŞCOALĂ VECHE",284,RADOMIREŞTI,128472,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:43:28",570,554,0,12,4,347,331,0,12,4,319,25,612,268,41,278
