precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"URSU MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","IORDACHE IOAN-CĂTĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUCEAŢCHI MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL NEAGRA ȘARULUI",478,"ŞARU DORNEI",150445,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:44",1564,1544,3,6,11,1012,994,1,6,11,996,16,1668,656,318,667,11
35,SUCEAVA,"SCOALA CU CLASELE I-IV GURA HAITII",479,"ŞARU DORNEI",150445,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:43",471,461,0,7,3,313,303,0,7,3,309,4,535,222,132,174,3
35,SUCEAVA,"SCOALA CU CLASELE I-IV SARISORU MARE",480,"ŞARU DORNEI",150445,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:58",436,424,2,9,1,290,280,0,9,1,287,3,500,210,172,105,10
35,SUCEAVA,"SCOALA CU CLASELE I-VIII SARU DORNEI",481,"ŞARU DORNEI",150445,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:27:16",977,963,1,7,6,617,604,0,7,6,613,4,990,373,411,178,24
